Session_ID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Canal_Origen,Cupon_Aplicado,Nivel_Fidelidad,Gasto_Historico_USD
SESS_000014,0,0.0,0,0.0,6,98.0,0.0,0.066666667,0.0,0.0,Feb,2,5,1,3,Returning_Visitor,False,False,Redes_Sociales,False,Silver,215.94
SESS_000015,0,0.0,0,0.0,2,68.0,0.0,0.0999770705,0.0,0.0,Feb,3,2,3,3,Returning_Visitor,False,False,Google_Ads,False,Bronze,247.13
SESS_000016,2,53.0,0,0.0,23,1668.285119,0.008333333,0.016312636,0.0,0.0,Feb,1,1,9,3,Returning_Visitor,False,False,Organico,False,Silver,96.25
SESS_000017,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.0,Feb,1,1,4,3,Returning_Visitor,False,False,Email_Marketing,False,Bronze,81.89
SESS_000018,0,0.0,0,0.0,13,334.9666667,0.0,0.007692308,0.0,0.0,Feb,1,1,1,4,Returning_Visitor,True,False,Organico,False,Bronze,10.09
SESS_000019,0,0.0,0,0.0,2,32.0,0.0,0.0999770705,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,False,False,Redes_Sociales,False,Gold,19.69
SESS_000020,0,0.0,0,0.0,20,2981.166667,0.0,0.01,0.0,0.0,Feb,2,4,4,4,Returning_Visitor,False,False,Email_Marketing,True,Gold,95.31
SESS_000021,0,0.0,0,0.0,8,136.1666667,0.0,0.008333333,0.0,1.0,Feb,2,2,5,1,Returning_Visitor,True,False,Redes_Sociales,False,Bronze,247.33
SESS_000022,0,0.0,0,0.0,2,0.0,0.041666667500000004,0.0999770705,0.0,0.0,Feb,3,3,1,3,Returning_Visitor,False,False,Google_Ads,True,Bronze,36.6
SESS_000023,0,0.0,0,0.0,3,105.0,0.0,0.033333333,0.0,0.0,Feb,3,2,1,5,Returning_Visitor,False,False,Influencer,False,Bronze,482.14
SESS_000024,0,0.0,0,0.0,2,15.0,0.0,0.0999770705,0.0,0.8,Feb,2,4,1,3,Returning_Visitor,False,False,Redes_Sociales,False,Bronze,198.32
SESS_000025,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.0,Feb,2,2,4,1,Returning_Visitor,True,False,Redes_Sociales,False,Bronze,408.47
SESS_000026,0,0.0,0,0.0,5,156.0,0.0,0.04,0.0,0.0,Feb,1,1,9,3,Returning_Visitor,False,False,Organico,False,Gold,226.28
SESS_000027,4,64.6,0,0.0,32,1135.444444,0.002857143,0.00952381,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,False,False,Google_Ads,False,Bronze,73.85
SESS_000028,0,0.0,0,0.0,4,76.0,0.041666667500000004,0.0999770705,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False,Organico,True,Bronze,217.02
SESS_000029,0,0.0,0,0.0,4,63.0,0.0,0.05,0.0,0.2,Feb,2,6,1,3,Returning_Visitor,False,False,Organico,True,Silver,101.15
SESS_000030,1,6.0,1,0.0,45,1582.75,0.041666667500000004,0.050821256,0.0,0.4,Feb,3,2,1,1,Returning_Visitor,False,False,Email_Marketing,False,Bronze,2.63
SESS_000031,0,0.0,0,0.0,2,35.0,0.0,0.0999770705,0.0,0.0,Feb,1,1,6,3,Returning_Visitor,False,False,Email_Marketing,False,Bronze,90.1
SESS_000032,0,0.0,0,0.0,3,78.0,0.0,0.066666667,0.0,0.0,Feb,1,2,6,6,Returning_Visitor,True,False,Influencer,False,Bronze,62.44
SESS_000033,0,0.0,0,0.0,8,209.5,0.0,0.025,0.0,0.0,Feb,2,2,1,1,Returning_Visitor,False,False,Google_Ads,False,Bronze,169.24
SESS_000034,0,0.0,0,0.0,10,183.6666667,0.04,0.08,0.0,0.0,Feb,1,1,3,1,Returning_Visitor,False,False,Google_Ads,False,Silver,49.88
SESS_000035,0,0.0,0,0.0,14,380.5,0.014285714,0.028571429,0.0,0.0,Feb,2,2,1,1,Returning_Visitor,False,False,Google_Ads,False,Silver,50.65
SESS_000036,0,0.0,0,0.0,52,2086.242857,0.015384615,0.020352564,0.0,0.0,Feb,2,2,7,1,Returning_Visitor,False,False,Organico,False,Bronze,61.62
SESS_000037,0,0.0,0,0.0,8,388.0,0.025,0.05625,0.0,0.0,Feb,3,2,1,4,Returning_Visitor,True,False,Organico,False,Gold,25.68
SESS_000038,2,18.0,0,0.0,5,298.0,0.0,0.028571429,0.0,0.8,Feb,2,2,8,4,Returning_Visitor,False,False,Google_Ads,False,Gold,79.52
SESS_000039,0,0.0,0,0.0,7,63.0,0.028571429,0.071428571,0.0,0.6,Feb,2,2,1,3,Returning_Visitor,False,False,Organico,False,Gold,120.23
SESS_000040,0,0.0,0,0.0,9,482.0,0.0,0.022222222,0.0,0.0,Feb,2,5,1,6,Returning_Visitor,False,False,Email_Marketing,False,Platinum,152.11
SESS_000041,1,9.0,0,0.0,46,3403.3869049999994,0.0,0.001794872,0.0,0.0,Feb,2,2,8,4,Returning_Visitor,False,False,Google_Ads,False,Gold,576.86
SESS_000042,0,0.0,0,0.0,3,22.0,0.0,0.066666667,0.0,0.6,Feb,1,1,3,2,Returning_Visitor,False,False,Redes_Sociales,False,Gold,24.94
SESS_000043,0,0.0,0,0.0,15,310.1666667,0.0,0.006666667,0.0,0.0,Feb,1,1,4,4,Returning_Visitor,False,False,Email_Marketing,False,Bronze,14.88
SESS_000044,0,0.0,0,0.0,2,34.0,0.0,0.05,0.0,0.4,Feb,3,2,2,3,Returning_Visitor,False,False,Google_Ads,False,Bronze,6.46
SESS_000045,0,0.0,0,0.0,4,88.0,0.0,0.05,0.0,0.0,Feb,4,1,1,3,Returning_Visitor,False,False,Redes_Sociales,False,Silver,100.32
SESS_000046,0,0.0,0,0.0,22,622.25,0.003030303,0.006060606,0.0,0.2,Feb,2,5,1,4,Returning_Visitor,False,False,Redes_Sociales,True,Gold,374.11
SESS_000047,0,0.0,0,0.0,14,222.4,0.017142857,0.057142857,0.0,0.0,Feb,1,1,1,2,Returning_Visitor,False,False,Google_Ads,True,Gold,147.29
SESS_000048,0,0.0,0,0.0,3,80.0,0.041666667500000004,0.0999770705,0.0,0.2,Feb,3,2,1,3,Returning_Visitor,False,False,Organico,False,Silver,253.25
SESS_000049,0,0.0,0,0.0,11,800.8333333,0.0,0.003636364,0.0,0.0,Feb,3,2,1,3,Returning_Visitor,False,False,Email_Marketing,True,Gold,9.27
SESS_000050,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.6,Feb,2,2,3,2,Returning_Visitor,False,False,Organico,True,Silver,69.97
SESS_000051,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.0,Feb,1,1,3,4,Returning_Visitor,True,False,Organico,False,Silver,109.32
SESS_000052,0,0.0,0,0.0,12,265.1666667,0.011111111,0.026111111,0.0,0.2,Feb,3,2,1,3,Returning_Visitor,False,False,Organico,False,Bronze,286.8
SESS_000053,0,0.0,0,0.0,2,29.0,0.0,0.0999770705,0.0,1.0,Feb,2,4,4,2,Returning_Visitor,True,False,Redes_Sociales,True,Bronze,76.35
SESS_000054,0,0.0,0,0.0,4,160.0,0.0,0.075,0.0,0.0,Feb,4,2,2,3,Returning_Visitor,False,False,Email_Marketing,False,Bronze,200.16
SESS_000055,0,0.0,0,0.0,4,135.6666667,0.041666667500000004,0.025,0.0,0.4,Feb,3,3,1,4,Returning_Visitor,False,False,Email_Marketing,False,Bronze,192.96
SESS_000056,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.2,Feb,2,4,1,3,Returning_Visitor,False,False,Redes_Sociales,False,Silver,26.86
SESS_000057,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.6,Feb,3,2,3,3,Returning_Visitor,False,False,Google_Ads,False,Bronze,350.12
SESS_000058,4,56.0,2,0.0,36,998.7416667,0.0,0.014736467,0.0,0.2,Feb,2,2,4,1,Returning_Visitor,False,False,Email_Marketing,False,Gold,277.68
SESS_000059,0,0.0,0,0.0,4,104.0,0.0,0.05,0.0,0.4,Feb,2,6,6,3,Returning_Visitor,False,False,Organico,False,Bronze,292.12
SESS_000060,2,16.0,0,0.0,16,381.6865079,0.011764706,0.046568627,0.0,0.6,Feb,2,4,2,1,Returning_Visitor,False,False,Organico,False,Silver,14.95
SESS_000061,0,0.0,0,0.0,6,169.0,0.0,0.016666667,0.0,0.4,Feb,1,1,3,3,Returning_Visitor,False,False,Email_Marketing,True,Bronze,115.05
SESS_000062,0,0.0,0,0.0,8,400.8,0.041666667500000004,0.0999770705,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False,Google_Ads,False,Gold,51.84
SESS_000063,12,236.75,0,0.0,42,1553.583333,0.009,0.019666667,0.0,0.0,Feb,1,1,3,2,Returning_Visitor,False,False,Email_Marketing,True,Bronze,73.41
SESS_000064,0,0.0,0,0.0,14,706.5,0.0,0.007142857,0.0,0.0,Feb,2,2,5,4,Returning_Visitor,True,False,Redes_Sociales,True,Silver,344.99
SESS_000065,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.0,Feb,2,2,4,3,Returning_Visitor,False,False,Email_Marketing,True,Silver,220.02
SESS_000066,3,87.83333333,0,0.0,27,798.3333333,0.0,0.012643678,0.0,0.8,Feb,2,2,3,1,Returning_Visitor,False,True,Email_Marketing,False,Silver,45.6
SESS_000067,4,44.0,0,0.0,90,3403.3869049999994,0.002150538,0.015013034,0.0,0.0,Feb,4,1,1,3,Returning_Visitor,False,False,Email_Marketing,True,Silver,48.67
SESS_000068,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.6,Feb,2,2,5,1,Returning_Visitor,False,False,Google_Ads,False,Silver,298.77
SESS_000069,0,0.0,0,0.0,18,902.0,0.0,0.007407407,0.0,0.0,Feb,2,7,2,4,Returning_Visitor,False,False,Organico,True,Gold,494.92
SESS_000070,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.2,Feb,3,2,3,3,Returning_Visitor,False,False,Google_Ads,False,Bronze,119.11
SESS_000071,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.0,Feb,2,6,1,2,Returning_Visitor,False,False,Organico,False,Gold,18.04
SESS_000072,0,0.0,0,0.0,20,197.3777778,0.025,0.0525,0.0,0.0,Feb,2,6,6,1,Returning_Visitor,False,False,Google_Ads,False,Bronze,422.59
SESS_000073,0,0.0,0,0.0,2,43.0,0.0,0.0999770705,0.0,0.4,Feb,2,2,3,3,Returning_Visitor,False,False,Redes_Sociales,False,Bronze,26.14
SESS_000074,0,0.0,0,0.0,8,426.6666667,0.0,0.0125,0.0,0.0,Feb,2,4,3,2,Returning_Visitor,False,False,Organico,False,Bronze,142.56
SESS_000075,0,0.0,0,0.0,3,135.0,0.0,0.066666667,0.0,0.0,Feb,2,4,3,3,Returning_Visitor,False,False,Organico,False,Bronze,179.16
SESS_000076,0,0.0,0,0.0,16,588.3333333,0.0,0.025,0.0,0.0,Feb,2,4,1,1,Returning_Visitor,False,False,Organico,True,Bronze,54.93
SESS_000077,10,236.75,0,0.0,36,2111.341667,0.004347826,0.014492754,0.0,0.0,Feb,2,6,1,2,Returning_Visitor,False,True,Organico,False,Gold,332.59
SESS_000078,0,0.0,0,0.0,2,76.0,0.0,0.05,0.0,0.6,Feb,3,2,3,3,Returning_Visitor,False,False,Email_Marketing,False,Silver,18.56
SESS_000079,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,1.0,Feb,1,1,1,3,Returning_Visitor,True,False,Email_Marketing,False,Platinum,82.08
SESS_000080,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.4,Feb,1,1,1,3,Returning_Visitor,False,False,Redes_Sociales,False,Bronze,208.2
SESS_000081,0,0.0,0,0.0,7,208.0,0.0,0.028571429,0.0,0.0,Feb,4,1,1,5,Returning_Visitor,True,False,Email_Marketing,False,Silver,60.78
SESS_000082,0,0.0,0,0.0,4,270.0,0.0,0.016666667,0.0,0.8,Feb,1,1,1,3,Returning_Visitor,False,False,Google_Ads,False,Bronze,130.2
SESS_000083,0,0.0,0,0.0,6,39.5,0.0,0.02,0.0,0.0,Feb,2,2,1,3,Returning_Visitor,False,False,Redes_Sociales,False,Bronze,9.39
SESS_000084,0,0.0,0,0.0,12,375.0,0.016666667,0.058333333,0.0,0.0,Feb,3,2,4,1,Returning_Visitor,False,False,Organico,False,Bronze,57.04
SESS_000085,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.8,Feb,2,2,2,1,Returning_Visitor,True,False,Organico,False,Silver,87.92
SESS_000086,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False,Organico,False,Silver,258.9
SESS_000087,0,0.0,0,0.0,7,150.0,0.041666667500000004,0.085714286,0.0,0.0,Feb,2,2,2,1,Returning_Visitor,False,False,Email_Marketing,False,Bronze,114.96
SESS_000088,0,0.0,0,0.0,3,138.0,0.0,0.066666667,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False,Google_Ads,False,Bronze,151.83
SESS_000089,0,0.0,0,0.0,7,337.5,0.028571429,0.023809524,0.0,0.4,Feb,4,1,3,3,Returning_Visitor,False,False,Organico,False,Bronze,149.09
SESS_000090,0,0.0,0,0.0,19,620.0333333,0.0,0.007894737,0.0,0.0,Feb,1,1,4,2,Returning_Visitor,False,False,Google_Ads,False,Bronze,1.58
SESS_000091,2,36.0,0,0.0,15,168.8461538,0.0,0.011764706,0.0,0.4,Feb,1,1,1,3,Returning_Visitor,False,False,Organico,False,Silver,121.79
SESS_000092,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.0,Feb,1,1,1,2,Returning_Visitor,True,False,Email_Marketing,False,Silver,193.57
SESS_000093,0,0.0,0,0.0,2,52.0,0.0,0.0999770705,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False,Google_Ads,True,Gold,202.99
SESS_000094,0,0.0,0,0.0,13,649.25,0.0,0.015384615,0.0,0.0,Feb,2,2,1,5,New_Visitor,False,False,Google_Ads,False,Platinum,144.11
SESS_000095,0,0.0,0,0.0,27,925.3333333,0.003703704,0.025925926,0.0,0.6,Feb,4,1,3,3,Returning_Visitor,False,False,Google_Ads,True,Bronze,95.09
SESS_000096,0,0.0,0,0.0,2,33.0,0.0,0.0999770705,0.0,0.2,Feb,1,1,1,3,Returning_Visitor,False,False,Email_Marketing,True,Gold,29.12
SESS_000097,0,0.0,0,0.0,6,1566.5,0.041666667500000004,0.066666667,0.0,0.2,Feb,1,1,1,3,Returning_Visitor,False,False,Google_Ads,False,Silver,144.59
SESS_000098,0,0.0,0,0.0,4,105.0,0.0,0.025,0.0,0.6,Feb,1,1,1,4,Returning_Visitor,False,False,Organico,False,Bronze,133.38
SESS_000099,0,0.0,1,0.0,7,50.0,0.038095238,0.080952381,0.0,0.6,Feb,2,4,1,7,Returning_Visitor,False,False,Organico,False,Gold,50.96
SESS_000100,0,0.0,0,0.0,16,644.2,0.004166667,0.031666667,0.0,0.0,Feb,3,2,3,4,Returning_Visitor,False,False,Influencer,False,Bronze,415.72
SESS_000101,3,18.33333333,0,0.0,38,2635.177778,0.0,0.008947368,0.0,0.4,Feb,2,4,1,2,Returning_Visitor,False,False,Influencer,False,Silver,415.69
SESS_000102,4,61.0,0,0.0,19,607.0,0.0,0.026984127,0.0,1.0,Feb,1,1,7,4,Returning_Visitor,True,True,Email_Marketing,False,Silver,108.88
SESS_000103,0,0.0,0,0.0,6,415.0,0.0,0.033333333,0.0,0.4,Feb,1,1,3,2,Returning_Visitor,False,False,Organico,False,Gold,69.45
SESS_000104,2,31.0,1,0.0,36,2083.530952,0.0,0.01351025,0.0,0.8,Feb,2,2,4,3,Returning_Visitor,False,False,Influencer,False,Silver,127.57
SESS_000105,3,58.5,0,0.0,17,281.6666667,0.007058824,0.017647059,0.0,0.0,Feb,1,1,3,4,Returning_Visitor,False,False,Redes_Sociales,False,Gold,409.22
SESS_000106,0,0.0,0,0.0,2,27.0,0.041666667500000004,0.0999770705,0.0,0.0,Feb,1,1,7,2,Returning_Visitor,False,False,Email_Marketing,False,Bronze,25.01
SESS_000107,0,0.0,1,0.0,9,215.0,0.041666667500000004,0.074074074,0.0,0.8,Feb,4,1,1,3,Returning_Visitor,False,False,Google_Ads,False,Platinum,68.34
SESS_000108,0,0.0,0,0.0,12,162.0,0.041666667500000004,0.066666667,0.0,0.0,Feb,1,1,1,3,Returning_Visitor,False,False,Organico,True,Silver,61.71
SESS_000109,0,0.0,0,0.0,2,114.0,0.041666667500000004,0.066666667,0.0,0.8,Feb,3,3,1,3,Returning_Visitor,False,False,Organico,False,Silver,148.85
SESS_000110,6,236.75,4,0.0,128,3403.3869049999994,0.000854701,0.01791847,0.0,0.0,Feb,2,5,1,3,Returning_Visitor,False,False,Influencer,False,Gold,27.85
SESS_000111,0,0.0,0,0.0,4,253.0,0.0,0.016666667,0.0,0.6,Feb,2,2,3,3,Returning_Visitor,False,False,Google_Ads,False,Bronze,431.14
SESS_000112,0,0.0,0,0.0,4,0.0,0.041666667500000004,0.0999770705,0.0,0.4,Feb,2,2,1,3,Returning_Visitor,False,False,Organico,False,Bronze,88.81
SESS_000113,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.8,Feb,1,1,2,3,Returning_Visitor,False,False,Google_Ads,False,Gold,38.09
SESS_000114,2,22.0,0,0.0,25,436.5,0.008,0.024,0.0,0.2,Feb,2,4,1,1,Returning_Visitor,False,False,Email_Marketing,False,Gold,31.43
SESS_000115,0,0.0,1,0.0,30,1045.833333,0.012903226,0.035483871,0.0,0.2,Feb,1,1,1,3,Returning_Visitor,False,False,Organico,False,Silver,29.93
SESS_000116,0,0.0,0,0.0,12,317.8333333,0.0,0.005555556,0.0,0.0,Feb,1,1,1,4,Returning_Visitor,True,False,Redes_Sociales,False,Bronze,311.07
SESS_000117,0,0.0,0,0.0,21,1146.333333,0.0,0.012962963,0.0,0.8,Feb,3,2,1,3,Returning_Visitor,False,False,Redes_Sociales,False,Bronze,169.47
SESS_000118,0,0.0,0,0.0,11,577.0,0.018181818,0.027272727,0.0,0.2,Feb,2,2,3,1,Returning_Visitor,False,False,Email_Marketing,True,Silver,260.86
SESS_000119,0,0.0,0,0.0,8,95.0,0.0,0.075,0.0,0.0,Feb,4,1,3,3,Returning_Visitor,False,False,Google_Ads,False,Bronze,4.31
SESS_000120,0,0.0,0,0.0,6,301.5,0.0,0.0999770705,0.0,0.0,Feb,2,4,9,3,Returning_Visitor,False,False,Email_Marketing,False,Gold,186.26
SESS_000121,0,0.0,0,0.0,6,243.0,0.0,0.033333333,0.0,0.0,Feb,2,4,4,1,Returning_Visitor,False,False,Email_Marketing,True,Silver,355.92
SESS_000122,0,0.0,0,0.0,4,135.5,0.0,0.05,0.0,0.6,Feb,2,2,1,2,Returning_Visitor,False,False,Email_Marketing,False,Bronze,118.68
SESS_000123,0,0.0,2,0.0,14,442.3333333,0.0,0.034375,0.0,0.8,Feb,1,1,3,3,Returning_Visitor,False,False,Organico,True,Bronze,161.98
SESS_000124,0,0.0,0,0.0,3,41.0,0.0,0.066666667,0.0,0.0,Feb,1,1,3,3,Returning_Visitor,False,False,Google_Ads,False,Gold,117.69
SESS_000125,0,0.0,0,0.0,11,292.9,0.028,0.0999770705,0.0,0.0,Feb,2,4,3,1,Returning_Visitor,False,False,Organico,False,Silver,20.46
SESS_000126,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.0,Feb,1,1,3,3,Returning_Visitor,False,False,Google_Ads,False,Bronze,72.41
SESS_000127,0,0.0,0,0.0,9,1238.333333,0.0,0.040740741,0.0,0.4,Feb,2,2,1,3,Returning_Visitor,False,False,Google_Ads,False,Silver,113.29
SESS_000128,0,0.0,0,0.0,10,225.4666667,0.0,0.05,0.0,0.4,Feb,1,1,8,3,Returning_Visitor,False,False,Organico,False,Bronze,27.69
SESS_000129,4,236.75,0,0.0,51,1873.216667,0.0,0.00754717,0.0,0.6,Feb,2,2,9,3,Returning_Visitor,False,False,Organico,False,Bronze,165.16
SESS_000130,0,0.0,0,0.0,3,13.0,0.041666667500000004,0.0999770705,0.0,0.0,Feb,2,4,1,1,Returning_Visitor,False,False,Email_Marketing,True,Silver,282.98
SESS_000131,0,0.0,0,0.0,2,222.0,0.0,0.0999770705,0.0,0.0,Feb,2,6,1,2,Returning_Visitor,True,False,Organico,False,Bronze,52.02
SESS_000132,2,20.0,0,0.0,16,214.8333333,0.0,0.022222222,0.0,0.0,Feb,2,2,1,6,Returning_Visitor,False,False,Influencer,True,Bronze,231.35
SESS_000133,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.0,Feb,3,2,3,3,Returning_Visitor,False,False,Email_Marketing,False,Bronze,53.27
SESS_000134,0,0.0,0,0.0,6,2017.166667,0.0,0.011111111,0.0,0.8,Feb,2,2,4,3,Returning_Visitor,False,False,Google_Ads,False,Bronze,19.21
SESS_000135,6,111.5,0,0.0,26,449.0277778,0.0,0.018518519,0.0,0.6,Feb,1,1,3,3,Returning_Visitor,False,False,Email_Marketing,False,Silver,387.21
SESS_000136,0,0.0,0,0.0,6,158.1666667,0.0,0.033333333,0.0,0.0,Feb,3,2,4,2,Returning_Visitor,False,False,Organico,False,Silver,66.41
SESS_000137,0,0.0,0,0.0,9,303.6666667,0.005555556,0.046296296,0.0,0.0,Feb,2,4,5,2,Returning_Visitor,False,False,Influencer,False,Bronze,150.67
SESS_000138,0,0.0,0,0.0,3,25.0,0.0,0.066666667,0.0,0.0,Feb,2,4,1,5,Returning_Visitor,False,False,Google_Ads,True,Bronze,17.58
SESS_000139,0,0.0,0,0.0,2,42.0,0.041666667500000004,0.0999770705,0.0,0.4,Feb,2,2,1,4,Returning_Visitor,False,False,Redes_Sociales,False,Silver,11.33
SESS_000140,4,103.625,0,0.0,14,1003.416667,0.0,0.018039216,0.0,0.2,Feb,1,1,3,3,Returning_Visitor,False,False,Organico,False,Gold,36.95
SESS_000141,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.0,Feb,2,2,7,3,Returning_Visitor,False,False,Google_Ads,False,Bronze,183.99
SESS_000142,0,0.0,0,0.0,9,272.5,0.0,0.011851852,0.0,0.2,Feb,1,1,6,3,Returning_Visitor,False,False,Google_Ads,True,Bronze,172.57
SESS_000143,3,19.0,0,0.0,8,344.0,0.0,0.007407407,0.0,0.0,Feb,2,4,2,3,Returning_Visitor,False,False,Influencer,True,Gold,145.98
SESS_000144,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.0,Feb,2,2,2,3,Returning_Visitor,False,False,Email_Marketing,False,Bronze,70.01
SESS_000145,0,0.0,1,0.0,10,852.0,0.0,0.009090909,0.0,0.0,Feb,2,2,3,6,Returning_Visitor,False,False,Google_Ads,False,Platinum,94.91
SESS_000146,0,0.0,0,0.0,3,780.0,0.041666667500000004,0.066666667,0.0,0.4,Feb,2,4,1,3,Returning_Visitor,False,False,Organico,False,Gold,58.47
SESS_000147,0,0.0,0,0.0,3,1038.0,0.0,0.033333333,0.0,0.0,Feb,2,2,1,1,Returning_Visitor,False,False,Google_Ads,False,Bronze,261.85
SESS_000148,0,0.0,0,0.0,4,573.0,0.0,0.05,0.0,0.0,Feb,2,2,3,3,Returning_Visitor,False,False,Google_Ads,False,Bronze,65.6
SESS_000149,0,0.0,0,0.0,28,1231.233333,0.007142857,0.030357143,0.0,0.0,Feb,1,1,4,3,Returning_Visitor,False,False,Google_Ads,False,Platinum,16.42
SESS_000150,0,0.0,0,0.0,11,316.6666667,0.0,0.027272727,0.0,0.8,Feb,2,2,2,1,Returning_Visitor,False,False,Organico,False,Bronze,134.71
SESS_000151,0,0.0,0,0.0,20,873.7365079,0.0075,0.028166667,0.0,0.0,Feb,1,2,1,1,Returning_Visitor,False,False,Redes_Sociales,False,Silver,24.84
SESS_000152,0,0.0,0,0.0,1,0.0,0.041666667500000004,0.0999770705,0.0,0.4,Feb,2,2,3,4,Returning_Visitor,False,False,Redes_Sociales,False,Bronze,12.34
SESS_000153,0,0.0,0,0.0,4,16.0,0.041666667500000004,0.0999770705,0.0,0.0,Feb,2,5,5,1,Returning_Visitor,False,False,Organico,False,Silver,11.78
SESS_000154,0,0.0,0,0.0,19,615.0,0.0,0.026315789,0.0,0.2,Feb,2,2,3,3,Returning_Visitor,False,False,Email_Marketing,False,Gold,95.32
SESS_000155,0,0.0,0,0.0,9,261.75,0.0,0.026666667,0.0,0.0,Feb,2,6,1,1,Returning_Visitor,False,False,Organico,False,Silver,140.74
SESS_000156,0,0.0,0,0.0,21,615.8831169,0.033333333,0.04993081,0.0,0.0,Feb,3,2,2,1,Returning_Visitor,True,False,Email_Marketing,True,Bronze,11.3
